110000=中国,,北京市
654300=中国,新疆维吾尔自治区,阿勒泰地区
654301=中国,新疆维吾尔自治区,阿勒泰地区,阿勒泰市
654321=中国,新疆维吾尔自治区,阿勒泰地区,布尔津县
654322=中国,新疆维吾尔自治区,阿勒泰地区,富蕴县
654323=中国,新疆维吾尔自治区,阿勒泰地区,福海县
654324=中国,新疆维吾尔自治区,阿勒泰地区,哈巴河县
654325=中国,新疆维吾尔自治区,阿勒泰地区,青河县
654326=中国,新疆维吾尔自治区,阿勒泰地区,吉木乃县
659001=中国,新疆维吾尔自治区,石河子市,石河子市
659002=中国,新疆维吾尔自治区,阿拉尔市,阿拉尔市
659003=中国,新疆维吾尔自治区,图木舒克市,图木舒克市
659004=中国,新疆维吾尔自治区,五家渠市,五家渠市
659005=中国,新疆维吾尔自治区,北屯市,北屯市
659006=中国,新疆维吾尔自治区,铁门关市,铁门关市
659007=中国,新疆维吾尔自治区,双河市,双河市
659008=中国,新疆维吾尔自治区,可克达拉市,可克达拉市
659009=中国,新疆维吾尔自治区,昆玉市,昆玉市
710000=中国,台湾省
710100=中国,台湾省,台北市
710101=中国,台湾省,台北市,中正区
710102=中国,台湾省,台北市,大同区
710103=中国,台湾省,台北市,中山区
710104=中国,台湾省,台北市,松山区
710105=中国,台湾省,台北市,大安区
710106=中国,台湾省,台北市,万华区
710107=中国,台湾省,台北市,信义区
710108=中国,台湾省,台北市,士林区
710109=中国,台湾省,台北市,北投区
710110=中国,台湾省,台北市,内湖区
710111=中国,台湾省,台北市,南港区
710112=中国,台湾省,台北市,文山区
710200=中国,台湾省,高雄市
710201=中国,台湾省,高雄市,新兴区
710202=中国,台湾省,高雄市,前金区
710203=中国,台湾省,高雄市,苓雅区
710204=中国,台湾省,高雄市,盐埕区
710205=中国,台湾省,高雄市,鼓山区
710206=中国,台湾省,高雄市,旗津区
710207=中国,台湾省,高雄市,前镇区
710208=中国,台湾省,高雄市,三民区
710209=中国,台湾省,高雄市,左营区
710210=中国,台湾省,高雄市,楠梓区
710211=中国,台湾省,高雄市,小港区
710242=中国,台湾省,高雄市,仁武区
710243=中国,台湾省,高雄市,大社区
710244=中国,台湾省,高雄市,冈山区
710245=中国,台湾省,高雄市,路竹区
710246=中国,台湾省,高雄市,阿莲区
710247=中国,台湾省,高雄市,田寮区
710248=中国,台湾省,高雄市,燕巢区
710249=中国,台湾省,高雄市,桥头区
710250=中国,台湾省,高雄市,梓官区
710251=中国,台湾省,高雄市,弥陀区
710252=中国,台湾省,高雄市,永安区
710253=中国,台湾省,高雄市,湖内区
710254=中国,台湾省,高雄市,凤山区
710255=中国,台湾省,高雄市,大寮区
710256=中国,台湾省,高雄市,林园区
710257=中国,台湾省,高雄市,鸟松区
710258=中国,台湾省,高雄市,大树区
710259=中国,台湾省,高雄市,旗山区
710260=中国,台湾省,高雄市,美浓区
710261=中国,台湾省,高雄市,六龟区
710262=中国,台湾省,高雄市,内门区
710263=中国,台湾省,高雄市,杉林区
710264=中国,台湾省,高雄市,甲仙区
710265=中国,台湾省,高雄市,桃源区
710266=中国,台湾省,高雄市,那玛夏区
710267=中国,台湾省,高雄市,茂林区
710268=中国,台湾省,高雄市,茄萣区
710300=中国,台湾省,台南市
710301=中国,台湾省,台南市,中西区
710302=中国,台湾省,台南市,东区
710303=中国,台湾省,台南市,南区
710304=中国,台湾省,台南市,北区
710305=中国,台湾省,台南市,安平区
710306=中国,台湾省,台南市,安南区
710339=中国,台湾省,台南市,永康区
710340=中国,台湾省,台南市,归仁区
710341=中国,台湾省,台南市,新化区
710342=中国,台湾省,台南市,左镇区
710343=中国,台湾省,台南市,玉井区
710344=中国,台湾省,台南市,楠西区
710345=中国,台湾省,台南市,南化区
710346=中国,台湾省,台南市,仁德区
710347=中国,台湾省,台南市,关庙区
710348=中国,台湾省,台南市,龙崎区
710349=中国,台湾省,台南市,官田区
710350=中国,台湾省,台南市,麻豆区
710351=中国,台湾省,台南市,佳里区
710352=中国,台湾省,台南市,西港区
710353=中国,台湾省,台南市,七股区
710354=中国,台湾省,台南市,将军区
710355=中国,台湾省,台南市,学甲区
710356=中国,台湾省,台南市,北门区
710357=中国,台湾省,台南市,新营区
710358=中国,台湾省,台南市,后壁区
710359=中国,台湾省,台南市,白河区
710360=中国,台湾省,台南市,东山区
710361=中国,台湾省,台南市,六甲区
710362=中国,台湾省,台南市,下营区
710363=中国,台湾省,台南市,柳营区
710364=中国,台湾省,台南市,盐水区
710365=中国,台湾省,台南市,善化区
710366=中国,台湾省,台南市,大内区
710367=中国,台湾省,台南市,山上区
710368=中国,台湾省,台南市,新市区
710369=中国,台湾省,台南市,安定区
710400=中国,台湾省,台中市
710401=中国,台湾省,台中市,中区
710402=中国,台湾省,台中市,东区
710403=中国,台湾省,台中市,南区
710404=中国,台湾省,台中市,西区
710405=中国,台湾省,台中市,北区
710406=中国,台湾省,台中市,北屯区
710407=中国,台湾省,台中市,西屯区
710408=中国,台湾省,台中市,南屯区
710431=中国,台湾省,台中市,太平区
710432=中国,台湾省,台中市,大里区
710433=中国,台湾省,台中市,雾峰区
710434=中国,台湾省,台中市,乌日区
710435=中国,台湾省,台中市,丰原区
710436=中国,台湾省,台中市,后里区
710437=中国,台湾省,台中市,石冈区
710438=中国,台湾省,台中市,东势区
710439=中国,台湾省,台中市,和平区
710440=中国,台湾省,台中市,新社区
710441=中国,台湾省,台中市,潭子区
710442=中国,台湾省,台中市,大雅区
710443=中国,台湾省,台中市,神冈区
710444=中国,台湾省,台中市,大肚区
710445=中国,台湾省,台中市,沙鹿区
710446=中国,台湾省,台中市,龙井区
710447=中国,台湾省,台中市,梧栖区
710448=中国,台湾省,台中市,清水区
710449=中国,台湾省,台中市,大甲区
710450=中国,台湾省,台中市,外埔区
710451=中国,台湾省,台中市,大安区
710600=中国,台湾省,南投县
710614=中国,台湾省,南投县,南投市
710615=中国,台湾省,南投县,中寮乡
710616=中国,台湾省,南投县,草屯镇
710617=中国,台湾省,南投县,国姓乡
710618=中国,台湾省,南投县,埔里镇
710619=中国,台湾省,南投县,仁爱乡
710620=中国,台湾省,南投县,名间乡
710621=中国,台湾省,南投县,集集镇
710622=中国,台湾省,南投县,水里乡
710623=中国,台湾省,南投县,鱼池乡
710624=中国,台湾省,南投县,信义乡
710625=中国,台湾省,南投县,竹山镇
710626=中国,台湾省,南投县,鹿谷乡
710700=中国,台湾省,基隆市
710701=中国,台湾省,基隆市,仁爱区
710702=中国,台湾省,基隆市,信义区
710703=中国,台湾省,基隆市,中正区
710704=中国,台湾省,基隆市,中山区
710705=中国,台湾省,基隆市,安乐区
710706=中国,台湾省,基隆市,暖暖区
710707=中国,台湾省,基隆市,七堵区
710800=中国,台湾省,新竹市
710801=中国,台湾省,新竹市,东区
710802=中国,台湾省,新竹市,北区
710803=中国,台湾省,新竹市,香山区
710900=中国,台湾省,嘉义市
710901=中国,台湾省,嘉义市,东区
710902=中国,台湾省,嘉义市,西区
711100=中国,台湾省,新北市
711130=中国,台湾省,新北市,万里区
711131=中国,台湾省,新北市,金山区
711132=中国,台湾省,新北市,板桥区
711133=中国,台湾省,新北市,汐止区
711134=中国,台湾省,新北市,深坑区
711135=中国,台湾省,新北市,石碇区
711136=中国,台湾省,新北市,瑞芳区
711137=中国,台湾省,新北市,平溪区
711138=中国,台湾省,新北市,双溪区
711139=中国,台湾省,新北市,贡寮区
711140=中国,台湾省,新北市,新店区
711141=中国,台湾省,新北市,坪林区
711142=中国,台湾省,新北市,乌来区
711143=中国,台湾省,新北市,永和区
711144=中国,台湾省,新北市,中和区
711145=中国,台湾省,新北市,土城区
711146=中国,台湾省,新北市,三峡区
711147=中国,台湾省,新北市,树林区
711148=中国,台湾省,新北市,莺歌区
711149=中国,台湾省,新北市,三重区
711150=中国,台湾省,新北市,新庄区
711151=中国,台湾省,新北市,泰山区
711152=中国,台湾省,新北市,林口区
711153=中国,台湾省,新北市,芦洲区
711154=中国,台湾省,新北市,五股区
711155=中国,台湾省,新北市,八里区
711156=中国,台湾省,新北市,淡水区
711157=中国,台湾省,新北市,三芝区
711158=中国,台湾省,新北市,石门区
711200=中国,台湾省,宜兰县
711214=中国,台湾省,宜兰县,宜兰市
711215=中国,台湾省,宜兰县,头城镇
711216=中国,台湾省,宜兰县,礁溪乡
711217=中国,台湾省,宜兰县,壮围乡
711218=中国,台湾省,宜兰县,员山乡
711219=中国,台湾省,宜兰县,罗东镇
711220=中国,台湾省,宜兰县,三星乡
711221=中国,台湾省,宜兰县,大同乡
711222=中国,台湾省,宜兰县,五结乡
711223=中国,台湾省,宜兰县,冬山乡
711224=中国,台湾省,宜兰县,苏澳镇
711225=中国,台湾省,宜兰县,南澳乡
711300=中国,台湾省,新竹县
711314=中国,台湾省,新竹县,竹北市
711315=中国,台湾省,新竹县,湖口乡
711316=中国,台湾省,新竹县,新丰乡
711317=中国,台湾省,新竹县,新埔镇
711318=中国,台湾省,新竹县,关西镇
711319=中国,台湾省,新竹县,芎林乡
711320=中国,台湾省,新竹县,宝山乡
711321=中国,台湾省,新竹县,竹东镇
711322=中国,台湾省,新竹县,五峰乡
711323=中国,台湾省,新竹县,横山乡
711324=中国,台湾省,新竹县,尖石乡
711325=中国,台湾省,新竹县,北埔乡
711326=中国,台湾省,新竹县,峨眉乡
711400=中国,台湾省,桃园市
711414=中国,台湾省,桃园市,中坜区
711415=中国,台湾省,桃园市,平镇区
711416=中国,台湾省,桃园市,龙潭区
711417=中国,台湾省,桃园市,杨梅区
711418=中国,台湾省,桃园市,新屋区
711419=中国,台湾省,桃园市,观音区
711420=中国,台湾省,桃园市,桃园区
711421=中国,台湾省,桃园市,龟山区
711422=中国,台湾省,桃园市,八德区
711423=中国,台湾省,桃园市,大溪区
711424=中国,台湾省,桃园市,复兴区
711425=中国,台湾省,桃园市,大园区
711426=中国,台湾省,桃园市,芦竹区
711500=中国,台湾省,苗栗县
711519=中国,台湾省,苗栗县,竹南镇
711520=中国,台湾省,苗栗县,头份市
711521=中国,台湾省,苗栗县,三湾乡
711522=中国,台湾省,苗栗县,南庄乡
711523=中国,台湾省,苗栗县,狮潭乡
711524=中国,台湾省,苗栗县,后龙镇
711525=中国,台湾省,苗栗县,通霄镇
711526=中国,台湾省,苗栗县,苑里镇
711527=中国,台湾省,苗栗县,苗栗市
711528=中国,台湾省,苗栗县,造桥乡
711529=中国,台湾省,苗栗县,头屋乡
711530=中国,台湾省,苗栗县,公馆乡
711531=中国,台湾省,苗栗县,大湖乡
711532=中国,台湾省,苗栗县,泰安乡
711533=中国,台湾省,苗栗县,铜锣乡
711534=中国,台湾省,苗栗县,三义乡
711535=中国,台湾省,苗栗县,西湖乡
711536=中国,台湾省,苗栗县,卓兰镇
711700=中国,台湾省,彰化县
711727=中国,台湾省,彰化县,彰化市
711728=中国,台湾省,彰化县,芬园乡
711729=中国,台湾省,彰化县,花坛乡
711730=中国,台湾省,彰化县,秀水乡
711731=中国,台湾省,彰化县,鹿港镇
711732=中国,台湾省,彰化县,福兴乡
711733=中国,台湾省,彰化县,线西乡
711734=中国,台湾省,彰化县,和美镇
711735=中国,台湾省,彰化县,伸港乡
711736=中国,台湾省,彰化县,员林市
711737=中国,台湾省,彰化县,社头乡
711738=中国,台湾省,彰化县,永靖乡
711739=中国,台湾省,彰化县,埔心乡
711740=中国,台湾省,彰化县,溪湖镇
711741=中国,台湾省,彰化县,大村乡
711742=中国,台湾省,彰化县,埔盐乡
711743=中国,台湾省,彰化县,田中镇
711744=中国,台湾省,彰化县,北斗镇
711745=中国,台湾省,彰化县,田尾乡
711746=中国,台湾省,彰化县,埤头乡
711747=中国,台湾省,彰化县,溪州乡
711748=中国,台湾省,彰化县,竹塘乡
711749=中国,台湾省,彰化县,二林镇
711750=中国,台湾省,彰化县,大城乡
711751=中国,台湾省,彰化县,芳苑乡
711752=中国,台湾省,彰化县,二水乡
711900=中国,台湾省,嘉义县
711919=中国,台湾省,嘉义县,番路乡
711920=中国,台湾省,嘉义县,梅山乡
711921=中国,台湾省,嘉义县,竹崎乡
711922=中国,台湾省,嘉义县,阿里山乡
711923=中国,台湾省,嘉义县,中埔乡
711924=中国,台湾省,嘉义县,大埔乡
711925=中国,台湾省,嘉义县,水上乡
711926=中国,台湾省,嘉义县,鹿草乡
711927=中国,台湾省,嘉义县,太保市
711928=中国,台湾省,嘉义县,朴子市
711929=中国,台湾省,嘉义县,东石乡
711930=中国,台湾省,嘉义县,六脚乡
711931=中国,台湾省,嘉义县,新港乡
711932=中国,台湾省,嘉义县,民雄乡
711933=中国,台湾省,嘉义县,大林镇
711934=中国,台湾省,嘉义县,溪口乡
711935=中国,台湾省,嘉义县,义竹乡
711936=中国,台湾省,嘉义县,布袋镇
712100=中国,台湾省,云林县
712121=中国,台湾省,云林县,斗南镇
712122=中国,台湾省,云林县,大埤乡
712123=中国,台湾省,云林县,虎尾镇
712124=中国,台湾省,云林县,土库镇
712125=中国,台湾省,云林县,褒忠乡
712126=中国,台湾省,云林县,东势乡
712127=中国,台湾省,云林县,台西乡
712128=中国,台湾省,云林县,仑背乡
712129=中国,台湾省,云林县,麦寮乡
712130=中国,台湾省,云林县,斗六市
712131=中国,台湾省,云林县,林内乡
712132=中国,台湾省,云林县,古坑乡
712133=中国,台湾省,云林县,莿桐乡
712134=中国,台湾省,云林县,西螺镇
712135=中国,台湾省,云林县,二仑乡
712136=中国,台湾省,云林县,北港镇
712137=中国,台湾省,云林县,水林乡
712138=中国,台湾省,云林县,口湖乡
712139=中国,台湾省,云林县,四湖乡
712140=中国,台湾省,云林县,元长乡
712400=中国,台湾省,屏东县
712434=中国,台湾省,屏东县,屏东市
712435=中国,台湾省,屏东县,三地门乡
712436=中国,台湾省,屏东县,雾台乡
712437=中国,台湾省,屏东县,玛家乡
712438=中国,台湾省,屏东县,九如乡
712439=中国,台湾省,屏东县,里港乡
712440=中国,台湾省,屏东县,高树乡
712441=中国,台湾省,屏东县,盐埔乡
712442=中国,台湾省,屏东县,长治乡
712443=中国,台湾省,屏东县,麟洛乡
712444=中国,台湾省,屏东县,竹田乡
712445=中国,台湾省,屏东县,内埔乡
712446=中国,台湾省,屏东县,万丹乡
712447=中国,台湾省,屏东县,潮州镇
712448=中国,台湾省,屏东县,泰武乡
712449=中国,台湾省,屏东县,来义乡
712450=中国,台湾省,屏东县,万峦乡
712451=中国,台湾省,屏东县,崁顶乡
712452=中国,台湾省,屏东县,新埤乡
712453=中国,台湾省,屏东县,南州乡
712454=中国,台湾省,屏东县,林边乡
712455=中国,台湾省,屏东县,东港镇
712456=中国,台湾省,屏东县,琉球乡
712457=中国,台湾省,屏东县,佳冬乡
712458=中国,台湾省,屏东县,新园乡
712459=中国,台湾省,屏东县,枋寮乡
712460=中国,台湾省,屏东县,枋山乡
712461=中国,台湾省,屏东县,春日乡
712462=中国,台湾省,屏东县,狮子乡
712463=中国,台湾省,屏东县,车城乡
712464=中国,台湾省,屏东县,牡丹乡
712465=中国,台湾省,屏东县,恒春镇
712466=中国,台湾省,屏东县,满州乡
712500=中国,台湾省,台东县
712517=中国,台湾省,台东县,台东市
712518=中国,台湾省,台东县,绿岛乡
712519=中国,台湾省,台东县,兰屿乡
712520=中国,台湾省,台东县,延平乡
712521=中国,台湾省,台东县,卑南乡
712522=中国,台湾省,台东县,鹿野乡
712523=中国,台湾省,台东县,关山镇
712524=中国,台湾省,台东县,海端乡
712525=中国,台湾省,台东县,池上乡
712526=中国,台湾省,台东县,东河乡
712527=中国,台湾省,台东县,成功镇
712528=中国,台湾省,台东县,长滨乡
712529=中国,台湾省,台东县,金峰乡
712530=中国,台湾省,台东县,大武乡
712531=中国,台湾省,台东县,达仁乡
712532=中国,台湾省,台东县,太麻里乡
712600=中国,台湾省,花莲县
712615=中国,台湾省,花莲县,花莲市
712616=中国,台湾省,花莲县,新城乡
712618=中国,台湾省,花莲县,秀林乡
712619=中国,台湾省,花莲县,吉安乡
712620=中国,台湾省,花莲县,寿丰乡
712621=中国,台湾省,花莲县,凤林镇
712622=中国,台湾省,花莲县,光复乡
712623=中国,台湾省,花莲县,丰滨乡
712624=中国,台湾省,花莲县,瑞穗乡
712625=中国,台湾省,花莲县,万荣乡
712626=中国,台湾省,花莲县,玉里镇
712627=中国,台湾省,花莲县,卓溪乡
712628=中国,台湾省,花莲县,富里乡
712700=中国,台湾省,澎湖县
712707=中国,台湾省,澎湖县,马公市
712708=中国,台湾省,澎湖县,西屿乡
712709=中国,台湾省,澎湖县,望安乡
712710=中国,台湾省,澎湖县,七美乡
712711=中国,台湾省,澎湖县,白沙乡
712712=中国,台湾省,澎湖县,湖西乡
810000=中国,香港特别行政区,香港特别行政区
810101=中国,香港特别行政区,香港特别行政区,中西区
810102=中国,香港特别行政区,香港特别行政区,东区
810103=中国,香港特别行政区,香港特别行政区,九龙城区
810104=中国,香港特别行政区,香港特别行政区,观塘区
810105=中国,香港特别行政区,香港特别行政区,南区
810106=中国,香港特别行政区,香港特别行政区,深水埗区
810107=中国,香港特别行政区,香港特别行政区,湾仔区
810108=中国,香港特别行政区,香港特别行政区,黄大仙区
810109=中国,香港特别行政区,香港特别行政区,油尖旺区
810110=中国,香港特别行政区,香港特别行政区,离岛区
810111=中国,香港特别行政区,香港特别行政区,葵青区
810112=中国,香港特别行政区,香港特别行政区,北区
810113=中国,香港特别行政区,香港特别行政区,西贡区
810114=中国,香港特别行政区,香港特别行政区,沙田区
810115=中国,香港特别行政区,香港特别行政区,屯门区
810116=中国,香港特别行政区,香港特别行政区,大埔区
810117=中国,香港特别行政区,香港特别行政区,荃湾区
810118=中国,香港特别行政区,香港特别行政区,元朗区
820000=中国,澳门特别行政区,澳门特别行政区
820101=中国,澳门特别行政区,澳门特别行政区,澳门半岛
820102=中国,澳门特别行政区,澳门特别行政区,凼仔
820103=中国,澳门特别行政区,澳门特别行政区,路凼城
820104=中国,澳门特别行政区,澳门特别行政区,路环
